Skill,course_title,course_url
use meteorological tools to forecast meteorological conditions,ChatGPT: Master Free AI Tools to Supercharge Productivity,https://www.coursera.org/specializations/chatgpt-free-ai-tools-to-excel
use methods of logistical data analysis,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use microsoft office,Microsoft 365 Fundamentals,https://www.coursera.org/specializations/microsoft-365-fundamentals
use milk control software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use mine planning software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use modern electronic navigational aids,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use object-oriented programming,Object Oriented Programming in Java,https://www.coursera.org/specializations/object-oriented-programming
use online tools to collaborate,ChatGPT: Master Free AI Tools to Supercharge Productivity,https://www.coursera.org/specializations/chatgpt-free-ai-tools-to-excel
use pattern-cutting softwares,Design Patterns,https://www.coursera.org/learn/design-patterns
use performance 3D visualisation techniques,Biomedical Visualisation,https://www.coursera.org/learn/biomedvis
use personal organization software,Achieving Personal and Professional Success,https://www.coursera.org/specializations/wharton-success
use pest detection sensors,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use pipeline video equipment,The Art of Visual Storytelling,https://www.coursera.org/specializations/the-art-of-visual-storytelling
use polygonal modelling,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use presentation software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use production planning software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use query languages,"Programming Languages, Part A",https://www.coursera.org/learn/programming-languages
use radar navigation,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use remote control equipment,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use rental management software,Google Project Management:,https://www.coursera.org/professional-certificates/google-project-management
use reservoir surveillance,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use resource-efficient technologies in hospitality,"Hotel Management: Distribution, Revenue and Demand Management",https://www.coursera.org/specializations/hotel-management
use sales forecasting softwares,Strategic Sales Management,https://www.coursera.org/specializations/sales-management-bridging-gap-strategy-sales
use scripting programming,Python for Everybody,https://www.coursera.org/specializations/python
use session border controller,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use shorthand computer program,IBM Program Manager,https://www.coursera.org/professional-certificates/ibm-program-manager
use software design patterns,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
use software for data preservation,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use software libraries,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use software tools for site modelling,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use sound measuring instruments,Fundamentals of Audio and Music Engineering: Part 1 Musical Sound & Electronics,https://www.coursera.org/learn/audio-engineering
use special hearing equipment for tests,Disability Inclusion in Education: Building Systems of Support,https://www.coursera.org/learn/disability-inclusion-education
use specialised computer models for weather forecasting,Forecasting Skills: See the Future Before it Happens,https://www.coursera.org/learn/forecasting-skills
use specialised design software,Software Design and Architecture,https://www.coursera.org/specializations/software-design-architecture
use specialised equipment,Google Cybersecurity,https://www.coursera.org/professional-certificates/google-cybersecurity
use specific data analysis software,Google Data Analytics,https://www.coursera.org/professional-certificates/google-data-analytics
use spreadsheets software,Applied Software Engineering Fundamentals,https://www.coursera.org/specializations/software-engineering-fundamentals
use sustainable materials and components,Circular Economy - Sustainable Materials Management,https://www.coursera.org/learn/circular-economy
